Index,DeliveryDate,Version,inputFolder,inputFilename,imageXyPixelSize,imageZPixelSize,memChannel,nucChannel,structureChannel,structureProteinName,lightChannel,timePoint,outputSegmentationPath,outputNucSegWholeFilename,outputCellSegWholeFilename,outputCellSegIndex,SegmentationXyPixelSize,SegmentationZPixelSize,outputNucSegWholeSegScaleFilename,outputCellSegWholeSegScaleFilename,structureSegOutputFolder,structureSegOutputFilename,structureSegContourFilename,structureSegSegScaleOutputFilename,structureSegSegScaleContourFilename,StructureSegmentationMethod,outputSegmentationContourPath,outputNucSegContourFilename,outputCellSegContourFilename,outputNucSegContourSegScaleFilename,outputCellSegContourSegScaleFilename
1,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000543\ZSD2\100X_zstack\resaved,3500000543_100X_20170206_E5_P2_1.czi,0.108,0.29,1,3,2,Sec61 beta,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000543\nuc_cell_segmentation,3500000543_100X_20170206_E5_P2_1.czi_nucWholeIndexImageScale.tiff,3500000543_100X_20170206_E5_P2_1.czi_cellWholeIndexImageScale.tiff,1;2;3;,0.065,0.29,3500000543_100X_20170206_E5_P2_1.czi_nucWholeIndexSegScale.tiff,3500000543_100X_20170206_E5_P2_1.czi_cellWholeIndexSegScale.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\structure_segmentation,3500000543_100X_20170206_E5_P2_1_structImageScaleSegment.tiff,3500000543_100X_20170206_E5_P2_1_structImageScaleContour.tiff,3500000543_100X_20170206_E5_P2_1_structSegScaleSegment.tiff,3500000543_100X_20170206_E5_P2_1_structSegScaleContour.tiff,ALN1.5,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\nuc_cell_contour,3500000543_100X_20170206_E5_P2_1.czi_nucImageScaleContourXY.tiff,3500000543_100X_20170206_E5_P2_1.czi_cellImageScaleContourXY.tiff,3500000543_100X_20170206_E5_P2_1.czi_nucSegScaleContourXY.tiff,3500000543_100X_20170206_E5_P2_1.czi_cellSegScaleContourXY.tiff
2,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000543\ZSD2\100X_zstack\resaved,3500000543_100X_20170206_E5_P3_1.czi,0.108,0.29,1,3,2,Sec61 beta,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000543\nuc_cell_segmentation,3500000543_100X_20170206_E5_P3_1.czi_nucWholeIndexImageScale.tiff,3500000543_100X_20170206_E5_P3_1.czi_cellWholeIndexImageScale.tiff,3;4;5;6;,0.065,0.29,3500000543_100X_20170206_E5_P3_1.czi_nucWholeIndexSegScale.tiff,3500000543_100X_20170206_E5_P3_1.czi_cellWholeIndexSegScale.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\structure_segmentation,3500000543_100X_20170206_E5_P3_1_structImageScaleSegment.tiff,3500000543_100X_20170206_E5_P3_1_structImageScaleContour.tiff,3500000543_100X_20170206_E5_P3_1_structSegScaleSegment.tiff,3500000543_100X_20170206_E5_P3_1_structSegScaleContour.tiff,ALN1.5,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\nuc_cell_contour,3500000543_100X_20170206_E5_P3_1.czi_nucImageScaleContourXY.tiff,3500000543_100X_20170206_E5_P3_1.czi_cellImageScaleContourXY.tiff,3500000543_100X_20170206_E5_P3_1.czi_nucSegScaleContourXY.tiff,3500000543_100X_20170206_E5_P3_1.czi_cellSegScaleContourXY.tiff
3,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000543\ZSD2\100X_zstack\resaved,3500000543_100X_20170206_E5_P4_1.czi,0.108,0.29,1,3,2,Sec61 beta,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000543\nuc_cell_segmentation,3500000543_100X_20170206_E5_P4_1.czi_nucWholeIndexImageScale.tiff,3500000543_100X_20170206_E5_P4_1.czi_cellWholeIndexImageScale.tiff,1;,0.065,0.29,3500000543_100X_20170206_E5_P4_1.czi_nucWholeIndexSegScale.tiff,3500000543_100X_20170206_E5_P4_1.czi_cellWholeIndexSegScale.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\structure_segmentation,3500000543_100X_20170206_E5_P4_1_structImageScaleSegment.tiff,3500000543_100X_20170206_E5_P4_1_structImageScaleContour.tiff,3500000543_100X_20170206_E5_P4_1_structSegScaleSegment.tiff,3500000543_100X_20170206_E5_P4_1_structSegScaleContour.tiff,ALN1.5,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\nuc_cell_contour,3500000543_100X_20170206_E5_P4_1.czi_nucImageScaleContourXY.tiff,3500000543_100X_20170206_E5_P4_1.czi_cellImageScaleContourXY.tiff,3500000543_100X_20170206_E5_P4_1.czi_nucSegScaleContourXY.tiff,3500000543_100X_20170206_E5_P4_1.czi_cellSegScaleContourXY.tiff
4,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000543\ZSD2\100X_zstack\resaved,3500000543_100X_20170206_E5_P5_1.czi,0.108,0.29,1,3,2,Sec61 beta,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000543\nuc_cell_segmentation,3500000543_100X_20170206_E5_P5_1.czi_nucWholeIndexImageScale.tiff,3500000543_100X_20170206_E5_P5_1.czi_cellWholeIndexImageScale.tiff,1;3;4;,0.065,0.29,3500000543_100X_20170206_E5_P5_1.czi_nucWholeIndexSegScale.tiff,3500000543_100X_20170206_E5_P5_1.czi_cellWholeIndexSegScale.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\structure_segmentation,3500000543_100X_20170206_E5_P5_1_structImageScaleSegment.tiff,3500000543_100X_20170206_E5_P5_1_structImageScaleContour.tiff,3500000543_100X_20170206_E5_P5_1_structSegScaleSegment.tiff,3500000543_100X_20170206_E5_P5_1_structSegScaleContour.tiff,ALN1.5,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\nuc_cell_contour,3500000543_100X_20170206_E5_P5_1.czi_nucImageScaleContourXY.tiff,3500000543_100X_20170206_E5_P5_1.czi_cellImageScaleContourXY.tiff,3500000543_100X_20170206_E5_P5_1.czi_nucSegScaleContourXY.tiff,3500000543_100X_20170206_E5_P5_1.czi_cellSegScaleContourXY.tiff
5,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000543\ZSD2\100X_zstack\resaved,3500000543_100X_20170206_E5_P7_1.czi,0.108,0.29,1,3,2,Sec61 beta,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000543\nuc_cell_segmentation,3500000543_100X_20170206_E5_P7_1.czi_nucWholeIndexImageScale.tiff,3500000543_100X_20170206_E5_P7_1.czi_cellWholeIndexImageScale.tiff,2;,0.065,0.29,3500000543_100X_20170206_E5_P7_1.czi_nucWholeIndexSegScale.tiff,3500000543_100X_20170206_E5_P7_1.czi_cellWholeIndexSegScale.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\structure_segmentation,3500000543_100X_20170206_E5_P7_1_structImageScaleSegment.tiff,3500000543_100X_20170206_E5_P7_1_structImageScaleContour.tiff,3500000543_100X_20170206_E5_P7_1_structSegScaleSegment.tiff,3500000543_100X_20170206_E5_P7_1_structSegScaleContour.tiff,ALN1.5,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\nuc_cell_contour,3500000543_100X_20170206_E5_P7_1.czi_nucImageScaleContourXY.tiff,3500000543_100X_20170206_E5_P7_1.czi_cellImageScaleContourXY.tiff,3500000543_100X_20170206_E5_P7_1.czi_nucSegScaleContourXY.tiff,3500000543_100X_20170206_E5_P7_1.czi_cellSegScaleContourXY.tiff
6,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000543\ZSD2\100X_zstack\resaved,3500000543_100X_20170206_E6_P11_1.czi,0.108,0.29,1,3,2,Sec61 beta,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000543\nuc_cell_segmentation,3500000543_100X_20170206_E6_P11_1.czi_nucWholeIndexImageScale.tiff,3500000543_100X_20170206_E6_P11_1.czi_cellWholeIndexImageScale.tiff,2;5;,0.065,0.29,3500000543_100X_20170206_E6_P11_1.czi_nucWholeIndexSegScale.tiff,3500000543_100X_20170206_E6_P11_1.czi_cellWholeIndexSegScale.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\structure_segmentation,3500000543_100X_20170206_E6_P11_1_structImageScaleSegment.tiff,3500000543_100X_20170206_E6_P11_1_structImageScaleContour.tiff,3500000543_100X_20170206_E6_P11_1_structSegScaleSegment.tiff,3500000543_100X_20170206_E6_P11_1_structSegScaleContour.tiff,ALN1.5,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\nuc_cell_contour,3500000543_100X_20170206_E6_P11_1.czi_nucImageScaleContourXY.tiff,3500000543_100X_20170206_E6_P11_1.czi_cellImageScaleContourXY.tiff,3500000543_100X_20170206_E6_P11_1.czi_nucSegScaleContourXY.tiff,3500000543_100X_20170206_E6_P11_1.czi_cellSegScaleContourXY.tiff
7,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000543\ZSD2\100X_zstack\resaved,3500000543_100X_20170206_E6_P6.czi,0.108,0.29,1,3,2,Sec61 beta,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000543\nuc_cell_segmentation,3500000543_100X_20170206_E6_P6.czi_nucWholeIndexImageScale.tiff,3500000543_100X_20170206_E6_P6.czi_cellWholeIndexImageScale.tiff,1;2;5;6;,0.065,0.29,3500000543_100X_20170206_E6_P6.czi_nucWholeIndexSegScale.tiff,3500000543_100X_20170206_E6_P6.czi_cellWholeIndexSegScale.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\structure_segmentation,3500000543_100X_20170206_E6_P6_structImageScaleSegment.tiff,3500000543_100X_20170206_E6_P6_structImageScaleContour.tiff,3500000543_100X_20170206_E6_P6_structSegScaleSegment.tiff,3500000543_100X_20170206_E6_P6_structSegScaleContour.tiff,ALN1.5,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\nuc_cell_contour,3500000543_100X_20170206_E6_P6.czi_nucImageScaleContourXY.tiff,3500000543_100X_20170206_E6_P6.czi_cellImageScaleContourXY.tiff,3500000543_100X_20170206_E6_P6.czi_nucSegScaleContourXY.tiff,3500000543_100X_20170206_E6_P6.czi_cellSegScaleContourXY.tiff
8,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000543\ZSD2\100X_zstack\resaved,3500000543_100X_20170206_E6_P7.czi,0.108,0.29,1,3,2,Sec61 beta,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000543\nuc_cell_segmentation,3500000543_100X_20170206_E6_P7.czi_nucWholeIndexImageScale.tiff,3500000543_100X_20170206_E6_P7.czi_cellWholeIndexImageScale.tiff,1;,0.065,0.29,3500000543_100X_20170206_E6_P7.czi_nucWholeIndexSegScale.tiff,3500000543_100X_20170206_E6_P7.czi_cellWholeIndexSegScale.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\structure_segmentation,3500000543_100X_20170206_E6_P7_structImageScaleSegment.tiff,3500000543_100X_20170206_E6_P7_structImageScaleContour.tiff,3500000543_100X_20170206_E6_P7_structSegScaleSegment.tiff,3500000543_100X_20170206_E6_P7_structSegScaleContour.tiff,ALN1.5,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\nuc_cell_contour,3500000543_100X_20170206_E6_P7.czi_nucImageScaleContourXY.tiff,3500000543_100X_20170206_E6_P7.czi_cellImageScaleContourXY.tiff,3500000543_100X_20170206_E6_P7.czi_nucSegScaleContourXY.tiff,3500000543_100X_20170206_E6_P7.czi_cellSegScaleContourXY.tiff
9,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000543\ZSD2\100X_zstack\resaved,3500000543_100X_20170206_E6_P8_1.czi,0.108,0.29,1,3,2,Sec61 beta,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000543\nuc_cell_segmentation,3500000543_100X_20170206_E6_P8_1.czi_nucWholeIndexImageScale.tiff,3500000543_100X_20170206_E6_P8_1.czi_cellWholeIndexImageScale.tiff,1;2;,0.065,0.29,3500000543_100X_20170206_E6_P8_1.czi_nucWholeIndexSegScale.tiff,3500000543_100X_20170206_E6_P8_1.czi_cellWholeIndexSegScale.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\structure_segmentation,3500000543_100X_20170206_E6_P8_1_structImageScaleSegment.tiff,3500000543_100X_20170206_E6_P8_1_structImageScaleContour.tiff,3500000543_100X_20170206_E6_P8_1_structSegScaleSegment.tiff,3500000543_100X_20170206_E6_P8_1_structSegScaleContour.tiff,ALN1.5,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\nuc_cell_contour,3500000543_100X_20170206_E6_P8_1.czi_nucImageScaleContourXY.tiff,3500000543_100X_20170206_E6_P8_1.czi_cellImageScaleContourXY.tiff,3500000543_100X_20170206_E6_P8_1.czi_nucSegScaleContourXY.tiff,3500000543_100X_20170206_E6_P8_1.czi_cellSegScaleContourXY.tiff
10,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000543\ZSD2\100X_zstack\resaved,3500000543_100X_20170206_E6_P9_1.czi,0.108,0.29,1,3,2,Sec61 beta,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000543\nuc_cell_segmentation,3500000543_100X_20170206_E6_P9_1.czi_nucWholeIndexImageScale.tiff,3500000543_100X_20170206_E6_P9_1.czi_cellWholeIndexImageScale.tiff,4;,0.065,0.29,3500000543_100X_20170206_E6_P9_1.czi_nucWholeIndexSegScale.tiff,3500000543_100X_20170206_E6_P9_1.czi_cellWholeIndexSegScale.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\structure_segmentation,3500000543_100X_20170206_E6_P9_1_structImageScaleSegment.tiff,3500000543_100X_20170206_E6_P9_1_structImageScaleContour.tiff,3500000543_100X_20170206_E6_P9_1_structSegScaleSegment.tiff,3500000543_100X_20170206_E6_P9_1_structSegScaleContour.tiff,ALN1.5,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_03_08_Struct_First_Pass_Seg\3500000543\nuc_cell_contour,3500000543_100X_20170206_E6_P9_1.czi_nucImageScaleContourXY.tiff,3500000543_100X_20170206_E6_P9_1.czi_cellImageScaleContourXY.tiff,3500000543_100X_20170206_E6_P9_1.czi_nucSegScaleContourXY.tiff,3500000543_100X_20170206_E6_P9_1.czi_cellSegScaleContourXY.tiff
